OrderDate,RequiredDate,ShippedDate,OrderFreight,OrderShipName,OrderShipAddress,OrderShipCity,OrderShipRegion,OrderShipPostalCode,OrderShipCountry,CompanyName,ContactName,ContactTitle,Address,City,Region,PostalCode,Country,Phone,Phone2
1997-06-06,1997-07-04,1997-06-09,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451
1997-06-06,1997-07-04,1997-06-09,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,
1997-06-09,1997-07-07,1997-06-12,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722
1997-06-10,1997-07-22,1997-06-24,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,
1997-06-10,1997-07-08,1997-06-16,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620
1997-06-11,1997-07-09,1997-06-18,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055
1997-06-12,1997-07-10,1997-06-18,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,,67000,France,88.60.15.31,88.60.15.32
1997-06-12,1997-07-10,1997-06-17,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333
1997-06-13,1997-07-11,1997-07-09,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,"Rambla de Cataluña, 23",Barcelona,,08022,Spain,(93) 203 4560,(93) 203 4561
1997-06-16,1997-07-14,1997-07-11,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620
1997-06-17,1997-07-15,1997-06-19,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055
1997-06-17,1997-07-29,1997-07-04,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426
1997-06-18,1997-07-16,1997-06-25,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67
1997-06-19,1997-07-17,1997-06-20,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,Antonio Moreno Taquería,Antonio Moreno,Owner,Mataderos  2312,México D.F.,,05023,Mexico,(5) 555-3932,
1997-06-19,1997-07-17,1997-06-30,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,722 DaVinci Blvd.,Kirkland,WA,98034,USA,(206) 555-8257,(206) 555-2174
1997-06-20,1997-07-04,1997-06-30,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Heerstr. 22,Leipzig,,04179,Germany,0342-023176,
1997-06-23,1997-07-07,1997-06-30,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,Tortuga Restaurante,Miguel Angel Paolino,Owner,Avda. Azteca 123,México D.F.,,05033,Mexico,(5) 555-2933,
1997-06-23,1997-08-04,1997-06-30,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,722 DaVinci Blvd.,Kirkland,WA,98034,USA,(206) 555-8257,(206) 555-2174
1997-06-24,1997-07-22,1997-07-25,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,B's Beverages,Victoria Ashworth,Sales Representative,Fauntleroy Circus,London,,EC2 5NT,UK,(171) 555-1212,
1997-06-25,1997-07-23,1997-07-04,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA,Let's Stop N Shop,Jaime Yorres,Owner,87 Polk St. Suite 5,San Francisco,CA,94117,USA,(415) 555-5938,
1997-06-26,1997-07-24,1997-07-01,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,Ottilies Käseladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,Köln,,50739,Germany,0221-0644327,0221-0765721
1997-06-26,1997-07-24,1997-07-02,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,
1997-06-27,1997-07-25,1997-07-14,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924
1997-06-30,1997-07-28,1997-07-04,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655
1997-06-30,1997-07-28,1997-07-04,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,,67000,France,88.60.15.31,88.60.15.32
1997-07-01,1997-07-29,1997-07-10,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,
1997-07-02,1997-07-30,1997-07-09,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722
1997-07-02,1997-07-30,1997-07-09,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545
1997-07-03,1997-07-31,1997-07-10,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,Germany,0372-035188,
1997-07-04,1997-08-01,1997-07-14,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,
1997-07-07,1997-08-04,1997-07-14,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055
1997-07-07,1997-07-21,1997-07-16,55.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,,8200,Denmark,86 21 32 43,86 22 33 44
1997-07-08,1997-08-05,1997-07-16,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874
1997-07-09,1997-08-06,1997-08-13,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874
1997-07-09,1997-08-06,1997-07-16,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,Old World Delicatessen,Rene Phillips,Sales Representative,2743 Bering St.,Anchorage,AK,99508,USA,(907) 555-7584,(907) 555-2880
1997-07-10,1997-08-07,1997-07-14,96.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426
1997-07-11,1997-08-08,1997-08-12,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115
1997-07-11,1997-08-08,1997-07-18,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723
1997-07-14,1997-08-11,1997-07-18,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620
1997-07-15,1997-08-26,1997-07-21,29.98,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,B's Beverages,Victoria Ashworth,Sales Representative,Fauntleroy Circus,London,,EC2 5NT,UK,(171) 555-1212,
1997-07-16,1997-08-13,1997-07-21,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,(503) 555-6874,(503) 555-2376
1997-07-16,1997-08-27,1997-07-22,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948
1997-07-17,1997-08-14,1997-07-22,2.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,Vaffeljernet,Palle Ibsen,Sales Manager,Smagsloget 45,Århus,,8200,Denmark,86 21 32 43,86 22 33 44
1997-07-18,1997-08-15,1997-08-08,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,
1997-07-18,1997-08-15,1997-07-29,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535
1997-07-21,1997-08-18,1997-07-29,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055
1997-07-22,1997-08-19,1997-07-31,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,Tradição Hipermercados,Anabela Domingues,Sales Representative,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,(11) 555-2167,(11) 555-2168
1997-07-22,1997-08-19,1997-07-25,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,
1997-07-23,1997-08-20,1997-08-01,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,Toms Spezialitäten,Karin Josephs,Marketing Manager,Luisenstr. 48,Münster,,44087,Germany,0251-031259,0251-035695
1997-07-24,1997-08-21,1997-07-30,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France,Du monde entier,Janine Labrune,Owner,"67, rue des Cinquante Otages",Nantes,,44000,France,40.67.88.88,40.67.89.89
1997-07-25,1997-08-22,1997-08-06,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11
1997-07-25,1997-08-22,1997-08-01,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,ul. Filtrowa 68,Warszawa,,01-012,Poland,(26) 642-7012,(26) 642-7012
1997-07-28,1997-08-25,1997-08-01,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,
1997-07-29,1997-08-26,1997-08-01,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948
1997-07-29,1997-08-26,1997-08-01,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924
1997-07-30,1997-08-27,1997-08-06,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Keskuskatu 45,Helsinki,,21240,Finland,90-224 8858,90-224 8858
1997-07-31,1997-08-28,1997-08-05,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,
1997-07-31,1997-08-28,1997-08-04,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,
1997-08-01,1997-09-12,1997-08-08,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055
1997-08-04,1997-09-01,1997-08-07,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,Mère Paillarde,Jean Fresnière,Marketing Assistant,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055
1997-08-05,1997-09-02,1997-08-14,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,(604) 555-3392,(604) 555-7293
1997-08-05,1997-09-02,1997-08-11,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Island Trading,Helen Bennett,Marketing Manager,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,(198) 555-8888,
1997-08-06,1997-09-03,1997-08-11,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,
1997-08-07,1997-09-04,1997-08-12,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451
1997-08-07,1997-09-04,1997-08-19,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA,The Cracker Box,Liu Wong,Marketing Assistant,55 Grizzly Peak Rd.,Butte,MT,59801,USA,(406) 555-5834,(406) 555-8083
1997-08-08,1997-09-05,1997-08-14,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Avda. de la Constitución 2222,México D.F.,,05021,Mexico,(5) 555-4729,(5) 555-3745
1997-08-11,1997-09-08,1997-08-20,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67
1997-08-11,1997-09-22,1997-08-21,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,
1997-08-12,1997-09-09,1997-08-20,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,"24, place Kléber",Strasbourg,,67000,France,88.60.15.31,88.60.15.32
1997-08-12,1997-09-09,1997-08-20,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,Godos Cocina Típica,José Pedro Freyre,Sales Manager,"C/ Romero, 33",Sevilla,,41101,Spain,(95) 555 82 82,
1997-08-13,1997-09-10,1997-08-19,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,Königlich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,
1997-08-14,1997-09-11,1997-08-15,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11
1997-08-14,1997-09-11,1997-08-19,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428
1997-08-15,1997-09-12,1997-08-18,477.9,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426
1997-08-15,1997-09-12,1997-08-21,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,Folies gourmandes,Martine Rancé,Assistant Sales Agent,"184, chaussée de Tournai",Lille,,59000,France,20.16.10.16,20.16.10.17
1997-08-18,1997-09-15,1997-08-21,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Via Ludovico il Moro 22,Bergamo,,24100,Italy,035-640230,035-640231
1997-08-19,1997-09-16,1997-08-26,1.15,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655
1997-08-19,1997-09-16,1997-08-26,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,
1997-08-20,1997-09-17,1997-09-01,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,LINO-Delicateses,Felipe Izquierdo,Owner,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,(8) 34-56-12,(8) 34-93-93
1997-08-20,1997-09-17,1997-08-27,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,Santé Gourmet,Jonas Bergulfsen,Owner,Erling Skakkes gate 78,Stavern,,4110,Norway,07-98 92 35,07-98 92 47
1997-08-21,1997-09-18,1997-08-28,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428
1997-08-22,1997-09-19,1997-08-26,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,HILARION-Abastos,Carlos Hernández,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,(5) 555-1340,(5) 555-1948
1997-08-22,1997-09-19,1997-09-05,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,Simons bistro,Jytte Petersen,Owner,Vinbæltet 34,Kobenhavn,,1734,Denmark,31 12 34 56,31 13 35 57
1997-08-25,1997-09-22,1997-09-02,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,,12209,Germany,Alfreds Futterkiste,Maria Anders,Sales Representative,Obere Str. 57,Berlin,,12209,Germany,030-0074321,030-0076545
1997-08-25,1997-09-22,1997-09-01,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,Wellington Importadora,Paula Parente,Sales Manager,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,(14) 555-8122,
1997-08-26,1997-09-23,1997-09-02,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,Hanari Carnes,Mario Pontes,Accounting Manager,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,(21) 555-0091,(21) 555-8765
1997-08-27,1997-10-08,1997-09-03,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333
1997-08-27,1997-09-10,1997-09-03,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Que Delícia,Bernardo Batista,Accounting Manager,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545
1997-08-28,1997-10-09,1997-09-09,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,(21) 555-3412,
1997-08-28,1997-09-25,1997-08-29,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,Maison Dewey,Catherine Dewey,Sales Agent,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,(02) 201 24 67,(02) 201 24 68
1997-08-29,1997-09-26,1997-09-03,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,
1997-09-01,1997-09-29,1997-09-11,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,Die Wandernde Kuh,Rita Müller,Sales Representative,Adenauerallee 900,Stuttgart,,70563,Germany,0711-020361,0711-035428
1997-09-01,1997-09-29,1997-09-08,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,Gourmet Lanchonetes,André Fonseca,Sales Associate,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,(11) 555-9482,
1997-09-02,1997-09-30,1997-09-19,93.25,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451
1997-09-02,1997-09-30,1997-09-11,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,Berglunds snabbköp,Christina Berglund,Order Administrator,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0921-12 34 65,0921-12 34 67
1997-09-03,1997-10-01,1997-09-11,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0522-556721,0522-556722
1997-09-04,1997-10-02,1997-09-10,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,Great Lakes Food Market,Howard Snyder,Marketing Manager,2732 Baker Blvd.,Eugene,OR,97403,USA,(503) 555-7555,
1997-09-04,1997-10-02,1997-09-15,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,
