OrderDate,RequiredDate,ShippedDate,OrderFreight,OrderShipName,OrderShipAddress,OrderShipCity,OrderShipRegion,OrderShipPostalCode,OrderShipCountry,OrderUnitPrice,OrderQuantity,OrderDiscount,shippercompanyname,ShipperPhone,ProductName,QuantityPerUnitOfProduct,UnitPriceOfProduct,UnitsInStockOfProduct,UnitsOnOrderOfProduct,ProductReorderLevel,DiscontinuedProduct,SupplierCompanyName,SupplierContactName,SupplierContactTitle,SupplierAddress,SupplierCity,SupplierRegion,supplierpostalcode,SupplierCountry,SupplierPhone,SupplierPhone2,SupplierHomePage,CategoryName,CategoryDescription,CategoryPicture
1996-12-30,1997-01-27,1997-01-09,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,14.4,30,0,Federal Shipping,(503) 555-9931,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-30,1997-01-27,1997-01-09,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,19.2,120,0.1,Federal Shipping,(503) 555-9931,Pâté chinois,24 boxes x 2 pies,24,115,0,20,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1996-12-31,1997-01-14,1997-01-08,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,10,60,0,Federal Shipping,(503) 555-9931,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1996-12-31,1997-01-14,1997-01-08,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,17.2,30,0,Federal Shipping,(503) 555-9931,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1996-12-31,1997-01-14,1997-01-08,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,14.4,35,0,Federal Shipping,(503) 555-9931,Lakkalikööri,500 ml,18,57,0,20,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1996-12-31,1997-01-14,1997-01-08,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,10.4,14,0,Federal Shipping,(503) 555-9931,Original Frankfurter grüne Soße,12 boxes,13,32,0,15,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-01,1997-01-29,1997-01-16,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,99,21,0,Federal Shipping,(503) 555-9931,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,0,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Meat/Poultry,Prepared meats,""
1997-01-01,1997-01-29,1997-01-16,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,14.4,35,0,Federal Shipping,(503) 555-9931,Steeleye Stout,24 - 12 oz bottles,18,20,0,15,0,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.,3400 - 8th Avenue Suite 210,Bend,OR,97101,USA,(503) 555-9931,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-01-01,1997-01-29,1997-01-16,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,16,30,0,Federal Shipping,(503) 555-9931,Maxilaku,24 - 50 g pkgs.,20,10,60,15,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-01,1997-01-29,1997-01-10,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,20.7,18,0,Speedy Express,(503) 555-9831,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,10,0,15,0,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets,Frahmredder 112a,Cuxhaven,,27478,Germany,(04721) 8713,(04721) 8714,,Seafood,Seaweed and fish,""
1997-01-01,1997-01-29,1997-01-10,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,30.4,70,0,Speedy Express,(503) 555-9831,Gnocchi di nonna Alice,24 - 250 g pkgs.,38,21,10,30,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-01-01,1997-01-29,1997-01-10,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,16.8,20,0,Speedy Express,(503) 555-9831,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,76,0,0,0,New Orleans Cajun Delights,Shelley Burke,Order Administrator,P.O. Box 78934,New Orleans,LA,70117,USA,(100) 555-4822,,#CAJUN.HTM#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-01,1997-01-29,1997-01-10,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,17.2,60,0,Speedy Express,(503) 555-9831,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-02,1997-02-13,1997-01-10,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,7.2,60,0,United Package,(503) 555-3199,Tunnbröd,12 - 250 g pkgs.,9,61,0,25,0,PB Knäckebröd AB,Lars Peterson,Sales Agent,Kaloadagatan 13,Göteborg,,S-345 67,Sweden,031-987 65 43,031-987 65 91,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-01-02,1997-02-13,1997-01-10,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,35.1,65,0,United Package,(503) 555-3199,Vegie-spread,15 - 625 g jars,43.9,24,0,5,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-03,1997-01-31,1997-01-09,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,13.9,21,0.15,Federal Shipping,(503) 555-9931,Pavlova,32 - 500 g boxes,17.45,29,0,10,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Confections,"Desserts, candies, and sweet breads",""
1997-01-03,1997-01-31,1997-01-09,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,10.2,70,0.15,Federal Shipping,(503) 555-9931,Chocolade,10 pkgs.,12.75,15,70,25,0,Zaanse Snoepfabriek,Dirk Luchte,Accounting Manager,Verkoop Rijnweg 22,Zaandam,,9999 ZZ,Netherlands,(12345) 1212,(12345) 1210,,Confections,"Desserts, candies, and sweet breads",""
1997-01-03,1997-01-31,1997-01-08,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,24.9,30,0.05,Speedy Express,(503) 555-9831,Gumbär Gummibärchen,100 - 250 g bags,31.23,15,0,0,0,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager,Tiergartenstraße 5,Berlin,,10785,Germany,(010) 9984510,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-03,1997-01-31,1997-01-08,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,11.2,40,0.05,Speedy Express,(503) 555-9831,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,26,0,0,1,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-01-03,1997-01-31,1997-01-08,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,16,30,0.05,Speedy Express,(503) 555-9831,Maxilaku,24 - 50 g pkgs.,20,10,60,15,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-06,1997-02-03,1997-01-22,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,8,50,0,Speedy Express,(503) 555-9831,Aniseed Syrup,12 - 550 ml bottles,10,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-07,1997-02-18,1997-01-13,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,14.4,10,0,Speedy Express,(503) 555-9831,Chai,10 boxes x 30 bags,18,39,0,10,1,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-01-07,1997-02-18,1997-01-13,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,8,30,0.1,Speedy Express,(503) 555-9831,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,3,40,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-07,1997-02-18,1997-01-13,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,36.4,42,0.1,Speedy Express,(503) 555-9831,Rössle Sauerkraut,25 - 825 g cans,45.6,26,0,0,1,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Produce,Dried fruit and bean curd,""
1997-01-07,1997-02-18,1997-01-13,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,15.2,5,0.1,Speedy Express,(503) 555-9831,Inlagd Sill,24 - 250 g  jars,19,112,0,20,0,Svensk Sjöföda AB,Michael Björn,Sales Representative,Brovallavägen 231,Stockholm,,S-123 45,Sweden,08-123 45 67,,,Seafood,Seaweed and fish,""
1997-01-07,1997-02-18,1997-01-13,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,14.7,2,0.1,Speedy Express,(503) 555-9831,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1997-01-07,1997-02-04,1997-01-30,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,16.8,30,0,United Package,(503) 555-3199,Queso Cabrales,1 kg pkg.,21,22,30,30,0,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator,Calle del Rosal 4,Oviedo,Asturias,33007,Spain,(98) 598 76 54,,,Dairy Products,Cheeses,""
1997-01-07,1997-02-04,1997-01-30,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,28.8,15,0,United Package,(503) 555-3199,Gudbrandsdalsost,10 kg pkg.,36,26,0,15,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-07,1997-02-04,1997-01-30,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,17.2,15,0,United Package,(503) 555-3199,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-08,1997-02-05,1997-01-14,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,20.8,10,0,Speedy Express,(503) 555-9831,Gravad lax,12 - 500 g pkgs.,26,11,50,25,0,Svensk Sjöföda AB,Michael Björn,Sales Representative,Brovallavägen 231,Stockholm,,S-123 45,Sweden,08-123 45 67,,,Seafood,Seaweed and fish,""
1997-01-08,1997-02-05,1997-01-14,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,5.9,6,0,Speedy Express,(503) 555-9831,Tourtière,16 pies,7.45,21,0,10,0,Ma Maison,Jean-Guy Lauzon,Marketing Manager,2960 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,(514) 555-9022,,,Meat/Poultry,Prepared meats,""
1997-01-08,1997-02-05,1997-01-14,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,39.4,35,0,Speedy Express,(503) 555-9831,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1997-01-09,1997-02-06,1997-01-14,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,18.6,12,0,Speedy Express,(503) 555-9831,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Produce,Dried fruit and bean curd,""
1997-01-09,1997-02-06,1997-01-14,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,8,12,0,Speedy Express,(503) 555-9831,Sir Rodney's Scones,24 pkgs. x 4 pieces,10,3,40,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-10,1997-02-07,1997-01-15,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,2,49,0,Federal Shipping,(503) 555-9931,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-10,1997-02-07,1997-01-15,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,44,16,0,Federal Shipping,(503) 555-9931,Raclette Courdavault,5 kg pkg.,55,79,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1997-01-10,1997-02-07,1997-01-21,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,7.7,25,0.2,Federal Shipping,(503) 555-9931,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,85,0,10,0,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,MA,02134,USA,(617) 555-3267,(617) 555-3389,,Seafood,Seaweed and fish,""
1997-01-10,1997-02-07,1997-01-21,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,15.5,40,0.2,Federal Shipping,(503) 555-9931,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,Leka Trading,Chandra Leka,Owner,"471 Serangoon Loop, Suite #402",Singapore,,0512,Singapore,555-8787,,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-10,1997-02-07,1997-01-21,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,44,9,0.2,Federal Shipping,(503) 555-9931,Raclette Courdavault,5 kg pkg.,55,79,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1997-01-13,1997-02-10,1997-01-15,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,18.6,20,0.1,United Package,(503) 555-3199,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Produce,Dried fruit and bean curd,""
1997-01-14,1997-02-11,1997-01-16,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,14.4,24,0,United Package,(503) 555-3199,Chai,10 boxes x 30 bags,18,39,0,10,1,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-01-14,1997-02-11,1997-01-16,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,39.4,40,0,United Package,(503) 555-3199,Tarte au sucre,48 pies,49.3,17,0,0,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Confections,"Desserts, candies, and sweet breads",""
1997-01-14,1997-02-11,1997-01-16,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,14.4,14,0,United Package,(503) 555-3199,Lakkalikööri,500 ml,18,57,0,20,0,Karkki Oy,Anne Heikkonen,Product Manager,Valtakatu 12,Lappeenranta,,53120,Finland,(953) 10956,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-01-14,1997-02-11,1997-01-17,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,7.3,18,0.05,Federal Shipping,(503) 555-9931,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-14,1997-02-11,1997-01-17,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,2,50,0,Federal Shipping,(503) 555-9931,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-15,1997-02-12,1997-01-24,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,31.2,2,0,Speedy Express,(503) 555-9831,Alice Mutton,20 - 1 kg tins,39,0,0,0,1,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Meat/Poultry,Prepared meats,""
1997-01-15,1997-02-12,1997-01-24,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,2,20,0,Speedy Express,(503) 555-9831,Geitost,500 g,2.5,112,0,20,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-16,1997-02-13,1997-01-27,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,7.3,20,0,Federal Shipping,(503) 555-9931,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,25,0,5,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-16,1997-02-13,1997-01-27,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,26.2,10,0,Federal Shipping,(503) 555-9931,Perth Pasties,48 pieces,32.8,0,0,0,1,"G'day, Mate",Wendy Mackenzie,Sales Representative,170 Prince Edward Parade Hunter's Hill,Sydney,NSW,2042,Australia,(02) 555-5914,(02) 555-4873,G'day Mate (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/gdaymate.htm#,Meat/Poultry,Prepared meats,""
1997-01-16,1997-02-13,1997-01-27,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,15.6,20,0,Federal Shipping,(503) 555-9931,Ravioli Angelo,24 - 250 g pkgs.,19.5,36,0,20,0,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator,"Via dei Gelsomini, 153",Salerno,,84100,Italy,(089) 6547665,(089) 6547667,,Grains/Cereals,"Breads, crackers, pasta, and cereal",""
1997-01-16,1997-02-13,1997-01-28,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,210.8,50,0,Federal Shipping,(503) 555-9931,Côte de Blaye,12 - 75 cl bottles,263.5,17,0,15,0,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager,"203, Rue des Francs-Bourgeois",Paris,,75004,France,(1) 03.83.00.68,(1) 03.83.00.62,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-01-16,1997-02-13,1997-01-28,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,9.6,2,0.25,Federal Shipping,(503) 555-9931,Spegesild,4 - 450 g glasses,12,95,0,0,0,Lyngbysild,Niels Petersen,Sales Manager,Lyngbysild Fiskebakken 10,Lyngby,,2800,Denmark,43844108,43844115,,Seafood,Seaweed and fish,""
1997-01-16,1997-02-13,1997-01-28,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10,36,0.25,Federal Shipping,(503) 555-9931,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,"Specialty Biscuits, Ltd.",Peter Wilson,Sales Representative,29 King's Way,Manchester,,M14 GSD,UK,(161) 555-4448,,,Confections,"Desserts, candies, and sweet breads",""
1997-01-16,1997-02-13,1997-01-28,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,10.4,35,0,Federal Shipping,(503) 555-9931,Original Frankfurter grüne Soße,12 boxes,13,32,0,15,0,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.,Bogenallee 51,Frankfurt,,60439,Germany,(069) 992755,,Plutzer (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/plutzer.htm#,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-17,1997-02-14,1997-01-24,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,15.2,60,0,Speedy Express,(503) 555-9831,Chang,24 - 12 oz bottles,19,17,40,25,1,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
1997-01-17,1997-02-14,1997-01-24,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,7.6,55,0,Speedy Express,(503) 555-9831,Zaanse koeken,10 - 4 oz boxes,9.5,36,0,0,0,Zaanse Snoepfabriek,Dirk Luchte,Accounting Manager,Verkoop Rijnweg 22,Zaandam,,9999 ZZ,Netherlands,(12345) 1212,(12345) 1210,,Confections,"Desserts, candies, and sweet breads",""
1997-01-17,1997-02-14,1997-01-24,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,22.8,16,0,Speedy Express,(503) 555-9831,Sirop d'érable,24 - 500 ml bottles,28.5,113,0,25,0,Forêts d'érables,Chantal Goulet,Accounting Manager,148 rue Chasseur,Ste-Hyacinthe,Québec,J2S 7S8,Canada,(514) 555-2955,(514) 555-2921,,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",""
1997-01-17,1997-02-14,1997-01-24,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,8,15,0,Speedy Express,(503) 555-9831,Longlife Tofu,5 kg pkg.,10,4,20,5,0,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Produce,Dried fruit and bean curd,""
1997-01-20,1997-02-17,1997-01-30,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,27.2,60,0.05,United Package,(503) 555-3199,Camembert Pierrot,15 - 300 g rounds,34,19,0,0,0,Gai pâturage,Eliane Noz,Sales Representative,"Bat. B 3, rue des Alpes",Annecy,,74000,France,38.76.98.06,38.76.98.58,,Dairy Products,Cheeses,""
1997-01-20,1997-02-17,1997-01-30,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,28.8,20,0.05,United Package,(503) 555-3199,Gudbrandsdalsost,10 kg pkg.,36,26,0,15,0,Norske Meierier,Beate Vileid,Marketing Manager,Hatlevegen 5,Sandvika,,1320,Norway,(0)2-953010,,,Dairy Products,Cheeses,""
1997-01-21,1997-02-18,1997-01-27,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,77.6,20,0.1,Speedy Express,(503) 555-9831,Mishi Kobe Niku,18 - 500 g pkgs.,97,29,0,0,1,Tokyo Traders,Yoshi Nagase,Marketing Manager,9-8 Sekimai Musashino-shi,Tokyo,,100,Japan,(03) 3555-5011,,,Meat/Poultry,Prepared meats,""
1997-01-21,1997-02-18,1997-01-27,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,4.8,2,0.1,Speedy Express,(503) 555-9831,Konbu,2 kg box,6,24,0,5,0,Mayumi's,Mayumi Ohno,Marketing Representative,92 Setsuko Chuo-ku,Osaka,,545,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)#http://www.microsoft.com/accessdev/sampleapps/mayumi.htm#,Seafood,Seaweed and fish,""
1997-01-21,1997-02-18,1997-01-27,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,12,8,0.1,Speedy Express,(503) 555-9831,Outback Lager,24 - 355 ml bottles,15,15,10,30,0,"Pavlova, Ltd.",Ian Devling,Marketing Manager,74 Rose St. Moonie Ponds,Melbourne,Victoria,3058,Australia,(03) 444-2343,(03) 444-6588,,Beverages,"Soft drinks, coffees, teas, beers, and ales",""
